,,,index,comp1,comp2,P,a,a12,b12,a21,b21,comp1_antoine1,comp1_antoine2,comp1_antoine5,comp1_antoine6,comp1_antoine7,comp2_antoine1,comp2_antoine2,comp2_antoine5,comp2_antoine6,comp2_antoine7
n-butanol,chloroform,0,516,methanol,chloroform,101300,0.3,0,-71.9029,0,690.066,71.20507454,-6904.5,-8.8622,7.47E-06,2,134.9170745,-7792.3,-20.614,0.024578,1
methyl-acetate,chloroform,1,517,ethanol,chloroform,101300,0.3,0,-148.9463,0,690.2737,61.79107454,-7122.3,-7.1424,2.89E-06,2,134.9170745,-7792.3,-20.614,0.024578,1
ethyl-acetate,chloroform,1,518,1-propanol,chloroform,101300,0.3,0,-220.2614,0,686.6061,73.15107454,-8307.2,-8.5767,7.51E-18,6,134.9170745,-7792.3,-20.614,0.024578,1
n-butyl-acetate,chloroform,0,519,isopropanol,chloroform,101300,0.3,0,-161.6754,0,553.2699,99.20707454,-9040,-12.676,5.54E-06,2,134.9170745,-7792.3,-20.614,0.024578,1
acetone,chloroform,1,520,n-butanol,chloroform,101300,0.3,0.9208,-410.5898,-4.4258,1899.05,94.77707454,-9866.4,-11.655,1.08E-17,6,134.9170745,-7792.3,-20.614,0.024578,1
methyl-ethyl-ketone,chloroform,1,521,methyl-acetate,chloroform,101300,0.3,0,-533.5076,0,571.8765,49.75407454,-5618.6,-5.6473,2.11E-17,6,134.9170745,-7792.3,-20.614,0.024578,1
methyl-isobutyl-ketone,chloroform,0,522,ethyl-acetate,chloroform,101300,0.3,0,-636.0979,0,733.1135,55.31107454,-6227.6,-6.41,1.79E-17,6,134.9170745,-7792.3,-20.614,0.024578,1
ethyl-formate,chloroform,1,523,n-butyl-acetate,chloroform,101300,0.3,0,-485.688,0,381.223,111.3070745,-9253.2,-14.99,1.05E-05,2,134.9170745,-7792.3,-20.614,0.024578,1
benzene,chloroform,0,524,acetone,chloroform,101300,0.3,0.9646,-590.026,0.5382,-106.4216,46.43407454,-5355.3,-5.2106,1.24E-14,5,134.9170745,-7792.3,-20.614,0.024578,1
toluene,chloroform,0,525,methyl-ethyl-ketone,chloroform,101300,0.3,0,-297.4507,0,52.9855,73.01707454,-6787.2,-9.2336,9.09E-09,3,134.9170745,-7792.3,-20.614,0.024578,1
diethyl-ether,chloroform,0,526,methyl-isobutyl-ketone,chloroform,101300,0.3,0,-565.6291,0,490.2903,83.35707454,-7917.5,-10.643,8.07E-09,3,134.9170745,-7792.3,-20.614,0.024578,1
dimethyl-sulfoxide,chloroform,0,527,ethyl-formate,chloroform,101300,0.3,0,-429.6274,0,453.3722,62.32007454,-5817,-7.809,6.32E-06,2,134.9170745,-7792.3,-20.614,0.024578,1
n-hexane,chloroform,1,528,benzene,chloroform,101300,0.3,0.6209,-480.842,-1.0488,607.0062,71.59407454,-6486.2,-9.2194,6.98E-06,2,134.9170745,-7792.3,-20.614,0.024578,1
n-heptane,chloroform,0,529,toluene,chloroform,101300,0.3,0,-56.9858,0,-25.1665,65.43207454,-6729.8,-8.179,5.30E-06,2,134.9170745,-7792.3,-20.614,0.024578,1
ethanol,carbon-tetrachloride,1,530,diethyl-ether,chloroform,101300,0.3,0.3934,-262.4973,0.9552,-450.9326,125.3870745,-6954.3,-19.254,0.024508,1,134.9170745,-7792.3,-20.614,0.024578,1
1-propanol,carbon-tetrachloride,1,531,dimethyl-sulfoxide,chloroform,101300,0.3,0,-684.0167,0,654.0296,44.76007454,-7620.6,-4.6279,4.38E-07,2,134.9170745,-7792.3,-20.614,0.024578,1
isopropanol,carbon-tetrachloride,1,532,n-hexane,chloroform,101300,0.3,0,-154.5017,0,360.6569,93.13707454,-6995.5,-12.702,1.24E-05,2,134.9170745,-7792.3,-20.614,0.024578,1
n-butanol,carbon-tetrachloride,1,533,n-heptane,chloroform,101300,0.3,-0.7281,156.8944,0.5138,74.043,76.31607454,-6996.4,-9.8802,7.21E-06,2,134.9170745,-7792.3,-20.614,0.024578,1
2-butanol,carbon-tetrachloride,1,534,ethanol,carbon-tetrachloride,101300,0.3,-0.5283,278.1105,3.3582,-447.3711,61.79107454,-7122.3,-7.1424,2.89E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
isobutanol,carbon-tetrachloride,1,535,1-propanol,carbon-tetrachloride,101300,0.3,0.2945,-83.07,-0.819,980.9945,73.15107454,-8307.2,-8.5767,7.51E-18,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
tert-butanol,carbon-tetrachloride,1,536,isopropanol,carbon-tetrachloride,101300,0.3,0,61.5683,0,594.2159,99.20707454,-9040,-12.676,5.54E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
1-pentanol,carbon-tetrachloride,0,537,n-butanol,carbon-tetrachloride,101300,0.3,0.3565,-181.854,-1.8395,1343.9878,94.77707454,-9866.4,-11.655,1.08E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
3-methyl-1-butanol,carbon-tetrachloride,0,538,2-butanol,carbon-tetrachloride,101300,0.3,0,-73.8035,0,667.0382,111.0370745,-10236,-14.125,2.36E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
methyl-acetate,carbon-tetrachloride,0,539,isobutanol,carbon-tetrachloride,101300,0.3,0,-64.1413,0,722.9378,110.2670745,-10504,-13.921,1.69E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
ethyl-acetate,carbon-tetrachloride,1,540,tert-butanol,carbon-tetrachloride,101300,0.3,-0.8027,226.4929,0.8506,320.6413,160.7570745,-11589,-22.113,1.37E-05,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
n-propyl-acetate,carbon-tetrachloride,0,541,1-pentanol,carbon-tetrachloride,101300,0.3,3.7403,-1499.5417,-8.7259,3847.7961,103.2370745,-10643,-12.858,1.25E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
n-butyl-acetate,carbon-tetrachloride,0,542,3-methyl-1-butanol,carbon-tetrachloride,101300,0.3,-1.815,475.1094,6.7998,-1629.9252,105.5570745,-10743,-13.165,1.17E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
n-pentyl-acetate,carbon-tetrachloride,0,543,methyl-acetate,carbon-tetrachloride,101300,0.3,0,140.7804,0,27.934,49.75407454,-5618.6,-5.6473,2.11E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
cyclohexane,carbon-tetrachloride,1,544,ethyl-acetate,carbon-tetrachloride,101300,0.3,0,-3.9616,0,100.6457,55.31107454,-6227.6,-6.41,1.79E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
cyclohexene,carbon-tetrachloride,0,545,n-propyl-acetate,carbon-tetrachloride,101300,0.3,0,99.4494,0,-1.4487,103.6470745,-8433.9,-13.934,1.03E-05,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
dimethyl-carbonate,carbon-tetrachloride,1,546,n-butyl-acetate,carbon-tetrachloride,101300,0.3,0,-317.04,0,656.7831,111.3070745,-9253.2,-14.99,1.05E-05,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
diethyl-carbonate,carbon-tetrachloride,0,547,n-pentyl-acetate,carbon-tetrachloride,101300,0.3,0,-209.0066,0,530.9647,126.4470745,-10354,-17.182,1.12E-05,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
acetone,carbon-tetrachloride,1,548,cyclohexane,carbon-tetrachloride,101300,0.3,-0.2687,-98.1713,0.6101,67.2565,39.57407454,-5226.4,-4.2278,9.76E-18,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
methyl-ethyl-ketone,carbon-tetrachloride,1,549,cyclohexene,carbon-tetrachloride,101300,0.3,0,123.0577,0,-132.0588,76.67107454,-6624.9,-10.059,8.26E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
ethyl-formate,carbon-tetrachloride,0,550,dimethyl-carbonate,carbon-tetrachloride,101300,0.3,0,31.6577,0,244.8109,46.52007454,-5991.3,-5.0971,1.34E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
benzene,carbon-tetrachloride,0,551,diethyl-carbonate,carbon-tetrachloride,101300,0.3,0,-248.063,0,348.2944,197.6370745,-12732,-28.31,2.39E-05,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
toluene,carbon-tetrachloride,0,552,acetone,carbon-tetrachloride,101300,0.3,1.0272,-292.4304,-0.3414,383.5357,46.43407454,-5355.3,-5.2106,1.24E-14,5,66.92807454,-6128.1,-8.5766,6.85E-06,2
phenol,carbon-tetrachloride,0,553,methyl-ethyl-ketone,carbon-tetrachloride,101300,0.3,0,109.9269,0,106.6589,73.01707454,-6787.2,-9.2336,9.09E-09,3,66.92807454,-6128.1,-8.5766,6.85E-06,2
diethyl-ether,carbon-tetrachloride,0,554,ethyl-formate,carbon-tetrachloride,101300,0.3,0,57.2345,0,172.3939,62.32007454,-5817,-7.809,6.32E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
o-xylene,carbon-tetrachloride,0,555,benzene,carbon-tetrachloride,101300,0.3,0,66.4584,0,-29.2278,71.59407454,-6486.2,-9.2194,6.98E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
p-xylene,carbon-tetrachloride,0,556,toluene,carbon-tetrachloride,101300,0.3,-1.6933,470.6916,1.7156,-435.2357,65.43207454,-6729.8,-8.179,5.30E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
m-xylene,carbon-tetrachloride,0,557,phenol,carbon-tetrachloride,101300,0.3,0,-31.6114,0,754.753,83.93107454,-10113,-10.09,6.76E-18,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
ethylbenzene,carbon-tetrachloride,0,558,diethyl-ether,carbon-tetrachloride,101300,0.3,0,151.4509,0,-162.1795,125.3870745,-6954.3,-19.254,0.024508,1,66.92807454,-6128.1,-8.5766,6.85E-06,2
dimethyl-sulfoxide,carbon-tetrachloride,0,559,o-xylene,carbon-tetrachloride,101300,0.3,0,-215.4743,0,211.8282,78.89207454,-7955.2,-10.086,5.96E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
1-hexene,carbon-tetrachloride,0,560,p-xylene,carbon-tetrachloride,101300,0.3,-4.5244,1423.4115,4.5868,-1474.7371,77.20707454,-7741.2,-9.8693,6.08E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
n-hexane,carbon-tetrachloride,0,561,m-xylene,carbon-tetrachloride,101300,0.3,-0.1958,-4.4351,-0.0641,101.6871,73.58607454,-7615.9,-9.3072,5.56E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
n-heptane,carbon-tetrachloride,0,562,ethylbenzene,carbon-tetrachloride,101300,0.3,1.3139,-612.5662,-2.5994,1077.157,77.55007454,-7733.7,-9.917,5.99E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
methyl-amine,carbon-tetrachloride,0,563,dimethyl-sulfoxide,carbon-tetrachloride,101300,0.3,0,18.57,0,725.6183,44.76007454,-7620.6,-4.6279,4.38E-07,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
dimethylamine,carbon-tetrachloride,0,564,1-hexene,carbon-tetrachloride,101300,0.3,0,26.6381,0,14.0728,40.46407454,-5104.7,-4.3484,1.17E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
diethyl-amine,carbon-tetrachloride,0,565,n-hexane,carbon-tetrachloride,101300,0.3,1.5763,-371.369,-1.1602,310.8364,93.13707454,-6995.5,-12.702,1.24E-05,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
aniline,carbon-tetrachloride,0,566,n-heptane,carbon-tetrachloride,101300,0.3,-0.2319,-97.4931,-0.2774,353.7156,76.31607454,-6996.4,-9.8802,7.21E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
chloroform,carbon-tetrachloride,0,567,methyl-amine,carbon-tetrachloride,101300,0.3,0,-57.3086,0,255.0501,63.69307454,-5082.8,-8.0919,8.11E-06,2,66.92807454,-6128.1,-8.5766,6.85E-06,2
methanol,tribromomethane,0,568,dimethylamine,carbon-tetrachloride,101300,0.3,0,57.0329,0,-60.8331,60.22507454,-5302,-7.3324,6.42E-17,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
ethanol,tribromomethane,0,569,diethyl-amine,carbon-tetrachloride,101300,0.3,0,426.401,0,-351.032,37.80107454,-4949,-3.9256,9.20E-18,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
benzene,tribromomethane,0,570,aniline,carbon-tetrachloride,101300,0.3,0,216.5988,0,321.7921,54.11907454,-8166.1,-5.9216,2.69E-18,6,66.92807454,-6128.1,-8.5766,6.85E-06,2
diethyl-ether,tribromomethane,0,571,chloroform,carbon-tetrachloride,101300,0.3,-1.2316,460.3381,0.7632,-263.3283,134.9170745,-7792.3,-20.614,0.024578,1,66.92807454,-6128.1,-8.5766,6.85E-06,2
dimethyl-sulfoxide,tribromomethane,0,572,methanol,tribromomethane,101300,0.3,0,127.9673,0,543.8189,71.20507454,-6904.5,-8.8622,7.47E-06,2,46.55507454,-6765.3,-5.0514,2.97E-18,6
n-hexane,tribromomethane,0,573,ethanol,tribromomethane,101300,0.3,0,112.1226,0,525.9427,61.79107454,-7122.3,-7.1424,2.89E-06,2,46.55507454,-6765.3,-5.0514,2.97E-18,6
chloroform,furan,0,574,benzene,tribromomethane,101300,0.3,0,-33.4659,0,45.8878,71.59407454,-6486.2,-9.2194,6.98E-06,2,46.55507454,-6765.3,-5.0514,2.97E-18,6
carbon-tetrachloride,furan,0,575,diethyl-ether,tribromomethane,101300,0.3,0,168.6013,0,-184.0852,125.3870745,-6954.3,-19.254,0.024508,1,46.55507454,-6765.3,-5.0514,2.97E-18,6
ethanol,furfuryl-alcohol,0,576,dimethyl-sulfoxide,tribromomethane,101300,0.3,0,-59.142,0,-119.7977,44.76007454,-7620.6,-4.6279,4.38E-07,2,46.55507454,-6765.3,-5.0514,2.97E-18,6
acetone,furfuryl-alcohol,0,577,n-hexane,tribromomethane,101300,0.3,0,167.8776,0,306.2261,93.13707454,-6995.5,-12.702,1.24E-05,2,46.55507454,-6765.3,-5.0514,2.97E-18,6
methyl-ethyl-ketone,furfuryl-alcohol,0,578,chloroform,furan,101300,0.3,0,125.5825,0,-135.0844,134.9170745,-7792.3,-20.614,0.024578,1,63.22507454,-5417,-8.0636,7.47E-06,2
n-butanol,2-butoxyethanol,0,579,carbon-tetrachloride,furan,101300,0.3,0,-2.6333,0,88.7253,66.92807454,-6128.1,-8.5766,6.85E-06,2,63.22507454,-5417,-8.0636,7.47E-06,2
methyl-ethyl-ketone,2-butoxyethanol,0,580,water,furfuryl-alcohol,101300,0.3,0,846.5476,0,59.2644,62.13607454,-7258.2,-7.3037,4.17E-06,2,63.55207454,-8846.6,-7.2425,2.83E-06,2
toluene,2-butoxyethanol,0,581,ethanol,furfuryl-alcohol,101300,0.3,0,494.0055,0,-283.41,61.79107454,-7122.3,-7.1424,2.89E-06,2,63.55207454,-8846.6,-7.2425,2.83E-06,2
methanol,pyridine,0,582,acetone,furfuryl-alcohol,101300,0.3,0,-305.5756,0,453.5146,46.43407454,-5355.3,-5.2106,1.24E-14,5,63.55207454,-8846.6,-7.2425,2.83E-06,2
ethanol,pyridine,0,583,methyl-ethyl-ketone,furfuryl-alcohol,101300,0.3,0,402.3854,0,-251.1848,73.01707454,-6787.2,-9.2336,9.09E-09,3,63.55207454,-8846.6,-7.2425,2.83E-06,2
1-propanol,pyridine,0,584,n-butanol,2-butoxyethanol,101300,0.3,0,-231.5696,0,584.854,94.77707454,-9866.4,-11.655,1.08E-17,6,84.19607454,-9789.3,-10.205,8.85E-18,6
isopropanol,pyridine,0,585,methyl-ethyl-ketone,2-butoxyethanol,101300,0.3,0,866.0138,0,-362.3652,73.01707454,-6787.2,-9.2336,9.09E-09,3,84.19607454,-9789.3,-10.205,8.85E-18,6
n-butanol,pyridine,1,586,toluene,2-butoxyethanol,101300,0.3,0,317.9952,0,-125.5448,65.43207454,-6729.8,-8.179,5.30E-06,2,84.19607454,-9789.3,-10.205,8.85E-18,6
2-butanol,pyridine,0,587,water,pyridine,101300,0.3,5.1179,-735.7474,0.1384,-197.6791,62.13607454,-7258.2,-7.3037,4.17E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
isobutanol,pyridine,0,588,methanol,pyridine,101300,0.3,0.8656,-142.7345,0.5373,-353.8388,71.20507454,-6904.5,-8.8622,7.47E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
tert-butanol,pyridine,0,589,ethanol,pyridine,101300,0.3,0,50.7484,0,-52.0037,61.79107454,-7122.3,-7.1424,2.89E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
cyclohexane,pyridine,1,590,1-propanol,pyridine,101300,0.3,0,195.8896,0,-222.0928,73.15107454,-8307.2,-8.5767,7.51E-18,6,70.64107454,-7211.3,-8.8646,5.25E-06,2
acetone,pyridine,0,591,isopropanol,pyridine,101300,0.3,0,107.7738,0,-113.1558,99.20707454,-9040,-12.676,5.54E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
methyl-isobutyl-ketone,pyridine,0,592,n-butanol,pyridine,101300,0.3,-0.0466,209.7678,-0.6214,12.2344,94.77707454,-9866.4,-11.655,1.08E-17,6,70.64107454,-7211.3,-8.8646,5.25E-06,2
n-butyl-formate,pyridine,0,593,2-butanol,pyridine,101300,0.3,0,221.5949,0,-248.7357,111.0370745,-10236,-14.125,2.36E-17,6,70.64107454,-7211.3,-8.8646,5.25E-06,2
benzene,pyridine,0,594,isobutanol,pyridine,101300,0.3,0,176.8071,0,-199.8843,110.2670745,-10504,-13.921,1.69E-17,6,70.64107454,-7211.3,-8.8646,5.25E-06,2
toluene,pyridine,1,595,tert-butanol,pyridine,101300,0.3,0,142.6451,0,-153.2409,160.7570745,-11589,-22.113,1.37E-05,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
phenol,pyridine,1,596,cyclohexane,pyridine,101300,0.3,0,275.1132,0,200.5147,39.57407454,-5226.4,-4.2278,9.76E-18,6,70.64107454,-7211.3,-8.8646,5.25E-06,2
m-xylene,pyridine,0,597,acetone,pyridine,101300,0.3,5.573,-1793.4003,-5.8541,1966.0616,46.43407454,-5355.3,-5.2106,1.24E-14,5,70.64107454,-7211.3,-8.8646,5.25E-06,2
ethylbenzene,pyridine,0,598,methyl-isobutyl-ketone,pyridine,101300,0.3,0,-24.2329,0,31.377,83.35707454,-7917.5,-10.643,8.07E-09,3,70.64107454,-7211.3,-8.8646,5.25E-06,2
n-hexane,pyridine,0,599,n-butyl-formate,pyridine,101300,0.3,0,-319.0923,0,475.4774,104.0270745,-7907,-14.945,0.014711,1,70.64107454,-7211.3,-8.8646,5.25E-06,2
n-heptane,pyridine,1,600,benzene,pyridine,101300,0.3,0,43.3671,0,39.5598,71.59407454,-6486.2,-9.2194,6.98E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
n-nonane,pyridine,1,601,toluene,pyridine,101300,0.3,-3.022,1020.9469,3.5921,-1095.8604,65.43207454,-6729.8,-8.179,5.30E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
n-decane,pyridine,0,602,phenol,pyridine,101300,0.3,-7.534,2693.572,-8.743,3714.552,83.93107454,-10113,-10.09,6.76E-18,6,70.64107454,-7211.3,-8.8646,5.25E-06,2
aniline,pyridine,0,603,m-xylene,pyridine,101300,0.3,0,139.7747,0,-5.7393,73.58607454,-7615.9,-9.3072,5.56E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
chloroform,pyridine,0,604,ethylbenzene,pyridine,101300,0.3,0,-4.2344,0,120.892,77.55007454,-7733.7,-9.917,5.99E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
carbon-tetrachloride,pyridine,0,605,n-hexane,pyridine,101300,0.3,0,195.2259,0,392.3163,93.13707454,-6995.5,-12.702,1.24E-05,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
tribromomethane,pyridine,0,606,n-heptane,pyridine,101300,0.3,0,124.7246,0,449.1956,76.31607454,-6996.4,-9.8802,7.21E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
furan,pyridine,0,607,n-nonane,pyridine,101300,0.3,-4.2969,1561.1091,3.8633,-861.0417,97.83707454,-9030.4,-12.882,7.85E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
methanol,piperidine,0,608,n-decane,pyridine,101300,0.3,7.0812,-2786.978,-13.6913,5772.6177,101.2170745,-9749.6,-13.245,7.13E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
cyclohexane,piperidine,0,609,aniline,pyridine,101300,0.3,0,298.6285,0,-355.288,54.11907454,-8166.1,-5.9216,2.69E-18,6,70.64107454,-7211.3,-8.8646,5.25E-06,2
pyridine,piperidine,1,610,chloroform,pyridine,101300,0.3,-4.5169,1595.533,2.6707,-1225.0411,134.9170745,-7792.3,-20.614,0.024578,1,70.64107454,-7211.3,-8.8646,5.25E-06,2
methanol,2-methylpyridine,0,611,carbon-tetrachloride,pyridine,101300,0.3,-3.3285,1506.5299,2.0072,-818.8244,66.92807454,-6128.1,-8.5766,6.85E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
ethanol,2-methylpyridine,0,612,tribromomethane,pyridine,101300,0.3,0,-207.1434,0,19.8172,46.55507454,-6765.3,-5.0514,2.97E-18,6,70.64107454,-7211.3,-8.8646,5.25E-06,2
1-propanol,2-methylpyridine,0,613,furan,pyridine,101300,0.3,0.1642,320.0103,-0.7579,-30.8787,63.22507454,-5417,-8.0636,7.47E-06,2,70.64107454,-7211.3,-8.8646,5.25E-06,2
isopropanol,2-methylpyridine,0,614,water,piperidine,101300,0.3,0,688.270947,0,-250.90904,62.13607454,-7258.2,-7.3037,4.17E-06,2,37.59107454,-5670.5,-3.8131,3.36E-18,6
n-butanol,2-methylpyridine,0,615,methanol,piperidine,101300,0.3,0,930.087,0,-701.5886,71.20507454,-6904.5,-8.8622,7.47E-06,2,37.59107454,-5670.5,-3.8131,3.36E-18,6
2-butanol,2-methylpyridine,0,616,cyclohexane,piperidine,101300,0.3,0,293.0801,0,-103.0344,39.57407454,-5226.4,-4.2278,9.76E-18,6,37.59107454,-5670.5,-3.8131,3.36E-18,6
isobutanol,2-methylpyridine,0,617,pyridine,piperidine,101300,0.3,0,281.8931,0,413.7325,70.64107454,-7211.3,-8.8646,5.25E-06,2,37.59107454,-5670.5,-3.8131,3.36E-18,6
tert-butanol,2-methylpyridine,0,618,methanol,2-methylpyridine,101300,0.3,0,279.5977,0,-300.9149,71.20507454,-6904.5,-8.8622,7.47E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
benzene,2-methylpyridine,0,619,ethanol,2-methylpyridine,101300,0.47,0,158.2332,0,-178.6247,61.79107454,-7122.3,-7.1424,2.89E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
toluene,2-methylpyridine,0,620,1-propanol,2-methylpyridine,101300,0.3,0,224.5329,0,-268.3951,73.15107454,-8307.2,-8.5767,7.51E-18,6,79.76007454,-7841.2,-10.216,6.21E-06,2
phenol,2-methylpyridine,1,621,isopropanol,2-methylpyridine,101300,0.3,0,184.6636,0,-201.2053,99.20707454,-9040,-12.676,5.54E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
n-hexane,2-methylpyridine,0,622,n-butanol,2-methylpyridine,101300,0.3,0,272.438,0,-313.175,94.77707454,-9866.4,-11.655,1.08E-17,6,79.76007454,-7841.2,-10.216,6.21E-06,2
n-heptane,2-methylpyridine,1,623,2-butanol,2-methylpyridine,101300,0.3,0,287.438,0,-330.6228,111.0370745,-10236,-14.125,2.36E-17,6,79.76007454,-7841.2,-10.216,6.21E-06,2
n-nonane,2-methylpyridine,1,624,isobutanol,2-methylpyridine,101300,0.3,0,-53.8711,0,-57.902,110.2670745,-10504,-13.921,1.69E-17,6,79.76007454,-7841.2,-10.216,6.21E-06,2
n-decane,2-methylpyridine,0,625,tert-butanol,2-methylpyridine,101300,0.3,0,182.8328,0,-200.6048,160.7570745,-11589,-22.113,1.37E-05,2,79.76007454,-7841.2,-10.216,6.21E-06,2
chloroform,2-methylpyridine,0,626,benzene,2-methylpyridine,101300,0.3,0,-34.7298,0,53.0488,71.59407454,-6486.2,-9.2194,6.98E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
pyridine,2-methylpyridine,0,627,toluene,2-methylpyridine,101300,0.3,0,179.8126,0,-34.7696,65.43207454,-6729.8,-8.179,5.30E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
o-nitrotoluene,p-nitrotoluene,0,628,phenol,2-methylpyridine,101300,0.3,-18.9765,8021.0459,0.8963,-623.4415,83.93107454,-10113,-10.09,6.76E-18,6,79.76007454,-7841.2,-10.216,6.21E-06,2
o-nitrotoluene,m-nitrotoluene,0,629,n-hexane,2-methylpyridine,101300,0.3,0,163.4086,0,189.5994,93.13707454,-6995.5,-12.702,1.24E-05,2,79.76007454,-7841.2,-10.216,6.21E-06,2
,,,630,n-heptane,2-methylpyridine,101300,0.3,0,1383.8143,0,-553.5111,76.31607454,-6996.4,-9.8802,7.21E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
,,,631,n-nonane,2-methylpyridine,101300,0.3,0,83.9135,0,345.4955,97.83707454,-9030.4,-12.882,7.85E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
,,,632,n-decane,2-methylpyridine,101300,0.3,0,36.8199,0,190.5919,101.2170745,-9749.6,-13.245,7.13E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
,,,633,chloroform,2-methylpyridine,101300,0.3,0,556.4885,0,-671.5677,134.9170745,-7792.3,-20.614,0.024578,1,79.76007454,-7841.2,-10.216,6.21E-06,2
,,,634,pyridine,2-methylpyridine,101300,0.3,0,-171.0312,0,238.3095,70.64107454,-7211.3,-8.8646,5.25E-06,2,79.76007454,-7841.2,-10.216,6.21E-06,2
,,,635,o-nitrotoluene,p-nitrotoluene,101300,0.3,0,-164.0642,0,151.2028,57.98907454,-8815.3,-6.4848,4.00E-18,6,322.1470745,-19749,-48.893,0.041893,1
,,,636,o-nitrotoluene,m-nitrotoluene,101300,0.3,0,-196.0732,0,180.8473,57.98907454,-8815.3,-6.4848,4.00E-18,6,87.53807454,-10031,-11.101,5.60E-06,2
